race,state,year,office,seat,stname,fips,region,division,pollster,cosponsor1,cosponsor2,n,pop,method,party,end.date,vote.dem,vote.rep,vote.oth,vote.dk,real.dem,real.rep,real.oth,turnout,dem,rep,poll.candidates
CA:2010:House:11,CA,2010,House,11,California,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-28,44.0,45.0,,11.0,47.7,47.4,4.9,186300,McNerney,Harmer,2
CA:2010:House:18,CA,2010,House,18,California,,,,"SurveyUSA",,,612,Likely.Voters,Phone,NonPartisan,2010-10-06,50.0,44.0,,6.0,57.6,42.4,0.0,105293,Cardoza,Berryhill,2
CA:2010:House:18,CA,2010,House,18,California,,,,"J. Moore Methods (D-Cardoza)","Dennis Cardoza",,400,Likely.Voters,Phone,Democratic,2009-09-29,53.0,37.0,,,57.6,42.4,0.0,105293,Cardoza,Berryhill,2
CA:2010:House:20,CA,2010,House,20,California,,,,"SurveyUSA",,,600,Likely.Voters,Phone,NonPartisan,2010-10-24,42.0,52.0,,,50.0,50.0,0.0,72943,Costa,Vidak,2
CA:2010:House:20,CA,2010,House,20,California,,,,"Bennett, Petts, Normington (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-10-24,47.0,41.0,,,50.0,50.0,0.0,72943,Costa,Vidak,2
CA:2010:House:20,CA,2010,House,20,California,,,,"SurveyUSA",,,561,Likely.Voters,Phone,NonPartisan,2010-09-12,48.0,46.0,,,50.0,50.0,0.0,72943,Costa,Vidak,2
CA:2010:House:47,CA,2010,House,47,California,,,,"POS (R-Tran)","Van Tran (R)",,300,Likely.Voters,Phone,Republican,2010-10-14,39.0,39.0,,,51.8,40.7,7.5,87406,Sanchez,Tran,2
CA:2010:House:47,CA,2010,House,47,California,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-29,45.0,43.0,,,51.8,40.7,7.5,87406,Sanchez,Tran,2
CO:2010:House:3,CO,2010,House,3,Colorado,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",400,Likely.Voters,Phone,NonPartisan,2010-10-21,43.0,47.0,2.0,8.0,45.7,50.2,4.1,251241,Salazar,Tipton,2
CO:2010:House:3,CO,2010,House,3,Colorado,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-28,43.0,51.0,,7.0,45.7,50.2,4.1,251241,Salazar,Tipton,2
CO:2010:House:4,CO,2010,House,4,Colorado,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",391,Likely.Voters,Phone,NonPartisan,2010-09-27,41.0,44.0,1.0,14.0,40.8,53.1,6.1,244612,Markey,Gardner,2
CO:2010:House:4,CO,2010,House,4,Colorado,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-28,39.0,50.0,,11.0,40.8,53.1,6.1,244612,Markey,Gardner,2
CO:2010:House:7,CO,2010,House,7,Colorado,,,,"MDMS (R)",,,830,Likely.Voters,Phone,NonPartisan,2010-08-26,39.0,40.0,,,53.1,42.1,4.8,198792,Perlmutter,Frazier,2
CT:2010:House:4,CT,2010,House,4,Connecticut,,,,"CT Capitol Report/Merriman","CT Capitol Report",,571,Likely.Voters,Phone,NonPartisan,2010-10-26,46.0,48.0,,5.0,53.1,46.9,0.0,213861,Himes,Debicella,2
CT:2010:House:4,CT,2010,House,4,Connecticut,,,,"National Research (R-Debicella)","Dan Debicella",,300,Likely.Voters,Phone,Republican,2010-10-18,42.0,46.0,,9.0,53.1,46.9,0.0,213861,Himes,Debicella,2
CT:2010:House:4,CT,2010,House,4,Connecticut,,,,"CT Capitol Report/Merriman","CT Capitol Report",,411,Likely.Voters,Phone,NonPartisan,2010-10-05,49.0,47.0,,3.0,53.1,46.9,0.0,213861,Himes,Debicella,2
CT:2010:House:4,CT,2010,House,4,Connecticut,,,,"National Research (R-Debicella)","Dan Debicella",,300,Likely.Voters,Phone,Republican,2010-09-28,42.0,42.0,,,53.1,46.9,0.0,213861,Himes,Debicella,2
CT:2010:House:4,CT,2010,House,4,Connecticut,,,,"National Research (R-Debicella)",,,300,Likely.Voters,Phone,NonPartisan,2010-08-18,42.0,38.0,,,53.1,46.9,0.0,213861,Himes,Debicella,2
CT:2010:House:4,CT,2010,House,4,Connecticut,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-01,46.0,42.0,,,53.1,46.9,0.0,213861,Himes,Debicella,2
CT:2010:House:5,CT,2010,House,5,Connecticut,,,,"CT Capitol Report/Merriman","CT Capitol Report",,595,Likely.Voters,Phone,NonPartisan,2010-10-26,46.0,47.0,,4.0,54.3,45.7,0.0,221436,Murphy,Caligiuri,2
CT:2010:House:5,CT,2010,House,5,Connecticut,,,,"CT Capitol Report/Merriman","CT Capitol Report",,481,Likely.Voters,Phone,NonPartisan,2010-10-05,44.0,50.0,,6.0,54.3,45.7,0.0,221436,Murphy,Caligiuri,2
FL:2010:House:2,FL,2010,House,2,Florida,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",399,Likely.Voters,Phone,NonPartisan,2010-10-19,38.0,50.0,,9.0,41.4,53.5,5.1,252038,Boyd,Southerland,2
FL:2010:House:2,FL,2010,House,2,Florida,,,,"Voter Survey Service","Sunshine State News",,830,Likely.Voters,Phone,NonPartisan,2010-10-17,38.0,50.0,5.0,6.0,41.4,53.5,5.1,252038,Boyd,Southerland,2
FL:2010:House:2,FL,2010,House,2,Florida,,,,"National Research (R-Southerland)","Steve Southerland for Congress (R)",,300,Likely.Voters,Phone,Republican,2010-09-30,30.0,46.0,,,41.4,53.5,5.1,252038,Boyd,Southerland,2
FL:2010:House:2,FL,2010,House,2,Florida,,,,"Tarrance (R-NRCC)","NRCC",,300,Likely.Voters,Phone,Republican,2010-04-13,37.0,52.0,,,41.4,53.5,5.1,252038,Boyd,Southerland,2
FL:2010:House:8,FL,2010,House,8,Florida,,,,"Voter Survey Service","Sunshine State News",,801,Likely.Voters,Phone,NonPartisan,2010-10-25,41.0,48.0,5.0,5.0,38.2,56.1,5.7,219964,Grayson,Webster,2
FL:2010:House:8,FL,2010,House,8,Florida,,,,"OnMessage (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-10-14,30.0,46.0,,,38.2,56.1,5.7,219964,Grayson,Webster,2
FL:2010:House:8,FL,2010,House,8,Florida,,,,"Susquehanna","Sunshine State News",,559,Likely.Voters,Phone,NonPartisan,2010-09-27,36.0,43.0,11.0,9.0,38.2,56.1,5.7,219964,Grayson,Webster,4
FL:2010:House:8,FL,2010,House,8,Florida,,,,"PPP (D)","DCCC",,1589,Likely.Voters,Phone,Democratic,2010-08-25,40.0,27.0,,,38.2,56.1,5.7,219964,Grayson,Webster,2
FL:2010:House:12,FL,2010,House,12,Florida,,,,"GQR (D-Edwards)","Lori Edwards for Congress (D)",,400,Likely.Voters,Phone,Democratic,2010-07-28,35.0,32.0,20.0,,41.1,48.1,10.8,210428,Edwards,Ross,3
FL:2010:House:12,FL,2010,House,12,Florida,,,,"GQR (D-Edwards)","Lori Edwards for Congress (D)",,400,Likely.Voters,Phone,Democratic,2009-11-19,46.0,42.0,,,41.1,48.1,10.8,210428,Edwards,Ross,2
FL:2010:House:22,FL,2010,House,22,Florida,,,,"Susquehanna",,,800,Likely.Voters,Phone,NonPartisan,2010-10-19,44.0,47.0,,,45.7,54.3,0.0,212462,Klein,West,2
FL:2010:House:22,FL,2010,House,22,Florida,,,,"Wilson Research (R)","Allen West for Congress",,300,Likely.Voters,Phone,Republican,2010-09-22,42.0,48.0,,,45.7,54.3,0.0,212462,Klein,West,2
FL:2010:House:22,FL,2010,House,22,Florida,,,,"Harstad (D-Project New West) ","Project New West",,504,Likely.Voters,Phone,NonPartisan,2010-09-22,48.0,43.0,,9.0,45.7,54.3,0.0,212462,Klein,West,2
FL:2010:House:22,FL,2010,House,22,Florida,,,,"Anzalone-Liszt (D-Klein) ","Ron Klein for Congress (D)",,500,Likely.Voters,Phone,Democratic,2010-09-16,48.0,40.0,,,45.7,54.3,0.0,212462,Klein,West,2
FL:2010:House:22,FL,2010,House,22,Florida,,,,"Wilson (R-West)","Allen West for Congress",,400,Likely.Voters,Phone,Republican,2010-04-19,42.0,44.0,,,45.7,54.3,0.0,212462,Klein,West,2
FL:2010:House:24,FL,2010,House,24,Florida,,,,"Fabrizio, McLaughlin (R-NRCC)","NRCC",,400,Likely.Voters,Phone,Republican,2010-09-23,39.0,49.0,,,40.3,59.7,0.0,244544,Kosmas,Adams,2
FL:2010:House:24,FL,2010,House,24,Florida,,,,"Hamilton Campaigns (D-Kosmas)","Suzanne Kosmas",,400,Likely.Voters,Phone,Democratic,2010-09-23,45.0,43.0,,12.0,40.3,59.7,0.0,244544,Kosmas,Adams,2
FL:2010:House:24,FL,2010,House,24,Florida,,,,"POS (R-NRCC)",,,400,Likely.Voters,Phone,NonPartisan,2010-09-01,37.0,49.0,,,40.3,59.7,0.0,244544,Kosmas,Adams,2
FL:2010:House:25,FL,2010,House,25,Florida,,,,"Voter Survey Service","Sunshine State News",,700,Likely.Voters,Phone,NonPartisan,2010-10-26,43.0,44.0,8.0,5.0,42.4,52.4,5.2,141930,Garcia,Rivera,4
FL:2010:House:25,FL,2010,House,25,Florida,,,,"GQR (D-DCCC)","DCCC",,404,Likely.Voters,Phone,Democratic,2010-09-19,40.0,33.0,,,42.4,52.4,5.2,141930,Garcia,Rivera,2
FL:2010:House:25,FL,2010,House,25,Florida,,,,"Benenson (D-Garcia)","Joe Garcia for Congress (D)",,400,Likely.Voters,Phone,Democratic,2010-08-29,40.0,36.0,,,42.4,52.4,5.2,141930,Garcia,Rivera,2
FL:2010:House:25,FL,2010,House,25,Florida,,,,"Benenson (D-Garcia)","Joe Garcia for Congress (D)",,417,Likely.Voters,Phone,Democratic,2010-03-27,38.0,35.0,,,42.4,52.4,5.2,141930,Garcia,Rivera,2
GA:2010:House:2,GA,2010,House,2,Georgia,,,,"Landmark Comm. (R)",,,914,Likely.Voters,Phone,NonPartisan,2010-10-26,46.0,50.0,,4.0,51.4,48.6,0.0,167964,Bishop,Keown,2
GA:2010:House:2,GA,2010,House,2,Georgia,,,,"Landmark Comm. (R)",,,836,Likely.Voters,Phone,NonPartisan,2010-10-19,45.0,47.0,8.0,,51.4,48.6,0.0,167964,Bishop,Keown,2
GA:2010:House:2,GA,2010,House,2,Georgia,,,,"Lester (D-Bishop)","Sanford Bishop",,500,Likely.Voters,Phone,Democratic,2010-10-10,50.0,40.0,,10.0,51.4,48.6,0.0,167964,Bishop,Keown,2
GA:2010:House:2,GA,2010,House,2,Georgia,,,,"POS (R-Keown)","Mike Keown for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-09-28,47.0,46.0,,,51.4,48.6,0.0,167964,Bishop,Keown,2
GA:2010:House:2,GA,2010,House,2,Georgia,,,,"POS (R-Keown)","Mike Keown for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-08-03,50.0,44.0,,,51.4,48.6,0.0,167964,Bishop,Keown,2
GA:2010:House:8,GA,2010,House,8,Georgia,,,,"Landmark Comm. (R)",,,1133,Likely.Voters,Phone,NonPartisan,2010-10-26,39.0,53.0,,,47.4,52.6,0.0,193824,Marshall,Scott,2
GA:2010:House:8,GA,2010,House,8,Georgia,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",400,Likely.Voters,Phone,NonPartisan,2010-10-21,37.0,50.0,,10.0,47.4,52.6,0.0,193824,Marshall,Scott,2
GA:2010:House:8,GA,2010,House,8,Georgia,,,,"Landmark Comm. (R)",,,763,Likely.Voters,Phone,NonPartisan,2010-10-19,35.0,51.0,,,47.4,52.6,0.0,193824,Marshall,Scott,2
GA:2010:House:8,GA,2010,House,8,Georgia,,,,"Mellman (D-Marshall)",,,400,Likely.Voters,Phone,NonPartisan,2010-10-19,47.0,44.0,,9.0,47.4,52.6,0.0,193824,Marshall,Scott,2
GA:2010:House:8,GA,2010,House,8,Georgia,,,,"Grove Insight (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-09-15,48.0,36.0,,,47.4,52.6,0.0,193824,Marshall,Scott,2
GA:2010:House:8,GA,2010,House,8,Georgia,,,,"American Viewpoint (R-NRCC)","NRCC",,300,Likely.Voters,Phone,Republican,2010-07-29,44.0,39.0,,,47.4,52.6,0.0,193824,Marshall,Scott,2
HI:2010:House:1,HI,2010,House,1,Hawaii,,,,"Honolulu Civil Beat/Merriman","Honolulu Civil Beat",,620,Likely.Voters,Phone,NonPartisan,2010-10-23,50.0,45.0,,,53.2,46.8,0.0,176429,Hanabusa,Djou,2
HI:2010:House:1,HI,2010,House,1,Hawaii,,,,"Ward Research","Hawaii News Now","The Honolulu Star-Advertiser",399,Likely.Voters,Phone,NonPartisan,2010-10-19,45.0,48.0,1.0,6.0,53.2,46.8,0.0,176429,Hanabusa,Djou,2
HI:2010:House:1,HI,2010,House,1,Hawaii,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",406,Likely.Voters,Phone,NonPartisan,2010-10-07,41.0,45.0,1.0,12.0,53.2,46.8,0.0,176429,Hanabusa,Djou,2
HI:2010:House:1,HI,2010,House,1,Hawaii,,,,"Global Strategy (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-10-06,48.0,44.0,,,53.2,46.8,0.0,176429,Hanabusa,Djou,2
HI:2010:House:1,HI,2010,House,1,Hawaii,,,,"DailyKos.com/PPP (D)","DailyKos.com",,643,Likely.Voters,Phone,NonPartisan,2010-10-03,48.0,47.0,,5.0,53.2,46.8,0.0,176429,Hanabusa,Djou,2
HI:2010:House:1,HI,2010,House,1,Hawaii,,,,"Tarrance (R) ",,,400,Likely.Voters,Phone,NonPartisan,2010-07-27,42.0,50.0,,,53.2,46.8,0.0,176429,Hanabusa,Djou,2
IA:2010:House:1,IA,2010,House,1,Iowa,,,,"Voter/Consumer Research (R)","American Future Fund",,300,Likely.Voters,Phone,Republican,2010-09-03,50.0,39.0,1.0,10.0,49.5,47.6,2.9,210064,Braley,Lange,2
IA:2010:House:2,IA,2010,House,2,Iowa,,,,"Tarrance (R-Miller-Meeks)",,,300,Likely.Voters,Phone,NonPartisan,2010-09-14,41.0,40.0,,13.0,51.0,46.0,3.0,226154,Loebsack,Miller-Meeks,2
IA:2010:House:2,IA,2010,House,2,Iowa,,,,"Voter/Consumer Research (R)","American Future Fund",,300,Likely.Voters,Phone,Republican,2010-09-03,47.0,39.0,2.0,13.0,51.0,46.0,3.0,226154,Loebsack,Miller-Meeks,2
IA:2010:House:2,IA,2010,House,2,Iowa,,,,"Susquehanna (R-Miller-Meeks)",,,288,Likely.Voters,Phone,NonPartisan,2010-06-25,46.0,41.0,,,51.0,46.0,3.0,226154,Loebsack,Miller-Meeks,2
IA:2010:House:3,IA,2010,House,3,Iowa,,,,"Anzalone (D-Boswell)","Leonard Boswell (D)",,500,Likely.Voters,Phone,Democratic,2010-10-05,47.0,38.0,,,50.7,46.7,2.6,236735,Boswell,Zaun,2
IA:2010:House:3,IA,2010,House,3,Iowa,,,,"BPN (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2010-10-04,49.0,41.0,,,50.7,46.7,2.6,236735,Boswell,Zaun,2
IA:2010:House:3,IA,2010,House,3,Iowa,,,,"Voter/Consumer Research (R)","American Future Fund",,300,Likely.Voters,Phone,Republican,2010-08-18,48.0,39.0,2.0,11.0,50.7,46.7,2.6,236735,Boswell,Zaun,2
IA:2010:House:3,IA,2010,House,3,Iowa,,,,"Ayres, McHenry (R)","American Action Forum",,400,Likely.Voters,Phone,Republican,2010-08-18,41.0,51.0,,8.0,50.7,46.7,2.6,236735,Boswell,Zaun,2
IA:2010:House:3,IA,2010,House,3,Iowa,,,,"Victory Ent. (R)","Polk County GOP",,300,Likely.Voters,Phone,Republican,2010-08-05,38.0,45.0,,,50.7,46.7,2.6,236735,Boswell,Zaun,2
IA:2010:House:3,IA,2010,House,3,Iowa,,,,"Victory Ent. (R)","Brad Zaun for Congress (R)",,400,Likely.Voters,Phone,Republican,2010-06-17,32.0,41.0,,,50.7,46.7,2.6,236735,Boswell,Zaun,2
ID:2010:House:1,ID,2010,House,1,Idaho,,,,"Greg Smith (R)",,,400,Likely.Voters,Phone,NonPartisan,2010-10-30,48.0,38.0,,,41.2,51.0,7.8,247051,Minnick,Labrador,2
ID:2010:House:1,ID,2010,House,1,Idaho,,,,"Mason-Dixon",,,400,Likely.Voters,Phone,NonPartisan,2010-10-22,44.0,41.0,5.0,10.0,41.2,51.0,7.8,247051,Minnick,Labrador,2
ID:2010:House:1,ID,2010,House,1,Idaho,,,,"Moore Information (R-Labrador)","Raul Labrador",,300,Likely.Voters,Phone,Republican,2010-10-06,37.0,31.0,12.0,21.0,41.2,51.0,7.8,247051,Minnick,Labrador,4
ID:2010:House:1,ID,2010,House,1,Idaho,,,,"Mason-Dixon",,,625,Likely.Voters,Phone,NonPartisan,2010-09-15,46.0,36.0,,16.0,41.2,51.0,7.8,247051,Minnick,Labrador,2
ID:2010:House:1,ID,2010,House,1,Idaho,,,,"Greg Smith (R)",,,200,Likely.Voters,Phone,NonPartisan,2010-07-29,52.0,29.0,,,41.2,51.0,7.8,247051,Minnick,Labrador,2
ID:2010:House:1,ID,2010,House,1,Idaho,,,,"Moore Information (R-NRCC)","NRCC",,300,Likely.Voters,Phone,Republican,2010-07-13,37.0,27.0,,,41.2,51.0,7.8,247051,Minnick,Labrador,2
IL:2010:House:8,IL,2010,House,8,Illinois,,,,"We Ask America",,,827,Likely.Voters,Phone,NonPartisan,2010-02-18,38.0,38.0,24.0,,48.3,48.5,3.2,200702,Bean,Walsh,3
IL:2010:House:10,IL,2010,House,10,Illinois,,,,"We Ask America",,,1148,Likely.Voters,Phone,NonPartisan,2010-10-15,39.0,50.0,11.0,,48.8,51.2,0.0,212030,Seals,Dold,3
IL:2010:House:10,IL,2010,House,10,Illinois,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",405,Likely.Voters,Phone,NonPartisan,2010-10-07,49.0,37.0,12.0,,48.8,51.2,0.0,212030,Seals,Dold,3
IL:2010:House:10,IL,2010,House,10,Illinois,,,,"Anzalone (D-Seals)","Dan Seals",,500,Likely.Voters,Phone,Democratic,2010-09-02,49.0,36.0,,,48.8,51.2,0.0,212030,Seals,Dold,2
IL:2010:House:10,IL,2010,House,10,Illinois,,,,"We Ask America",,,1015,Likely.Voters,Phone,NonPartisan,2010-08-04,43.0,40.0,16.0,,48.8,51.2,0.0,212030,Seals,Dold,3
IL:2010:House:10,IL,2010,House,10,Illinois,,,,"Anzalone (D-Seals)","Dan Seals",,502,Likely.Voters,Phone,Democratic,2010-05-17,46.0,38.0,,,48.8,51.2,0.0,212030,Seals,Dold,2
IL:2010:House:10,IL,2010,House,10,Illinois,,,,"We Ask America",,,878,Likely.Voters,Phone,NonPartisan,2010-02-14,40.0,37.0,2.0,,48.8,51.2,0.0,212030,Seals,Dold,2
IL:2010:House:11,IL,2010,House,11,Illinois,,,,"Anzalone-Liszt (D-Halvorson)","Debbie Halvorson",,500,Likely.Voters,Phone,Democratic,2010-10-07,41.0,45.0,,,42.5,57.5,0.0,223189,Halvorson,Kinzinger,2
IL:2010:House:11,IL,2010,House,11,Illinois,,,,"The Hill/ANGA","The Hill","American Natural Gas Alliance",401,Likely.Voters,Phone,NonPartisan,2010-09-30,31.0,49.0,1.0,18.0,42.5,57.5,0.0,223189,Halvorson,Kinzinger,2
IL:2010:House:11,IL,2010,House,11,Illinois,,,,"POS (R-Kinzinger)","Adam Kinzinger (R)",,400,Likely.Voters,Phone,Republican,2010-08-05,40.0,51.0,,7.0,42.5,57.5,0.0,223189,Halvorson,Kinzinger,2
IL:2010:House:11,IL,2010,House,11,Illinois,,,,"We Ask America",,,1015,Likely.Voters,Phone,NonPartisan,2010-08-04,32.0,52.0,,17.0,42.5,57.5,0.0,223189,Halvorson,Kinzinger,2
IL:2010:House:11,IL,2010,House,11,Illinois,,,,"POS (R-Kinzinger)","Adam Kinzinger (R)",,400,Likely.Voters,Phone,Republican,2010-03-22,38.0,44.0,,16.0,42.5,57.5,0.0,223189,Halvorson,Kinzinger,2
