race,state,year,office,seat,stname,fips,region,division,pollster,cosponsor1,cosponsor2,n,pop,method,party,end.date,vote.dem,vote.rep,vote.oth,vote.dk,real.dem,real.rep,real.oth,turnout,dem,rep,poll.candidates
FL:2012:House:18,FL,2012,House,18,Florida,,,,"PPP (D)/WPTV/FL Democracy/TCPalm","TCPalm.com","WPTV",500,Likely.Voters,Phone,NonPartisan,2012-10-16,42.0,51.0,,8.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"StPetePolls.org",,,902,Likely.Voters,Phone,NonPartisan,2012-10-05,41.0,53.0,,7.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"Kimball Political Consulting (R)",,,408,Likely.Voters,Phone,NonPartisan,2012-09-28,49.0,45.0,,6.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"Garin-Hart-Yang (D-House Majority PAC)","House Majority PAC",,401,Likely.Voters,Phone,Democratic,2012-09-27,52.0,43.0,,5.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"POS (R-West)","Allen West for Congress",,400,Likely.Voters,Phone,Republican,2012-09-25,41.0,52.0,,,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"StPetePolls.org",,,535,Likely.Voters,Phone,NonPartisan,2012-09-03,43.0,49.0,,9.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"Grove Insight (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-08-24,47.0,46.0,,7.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:18,FL,2012,House,18,Florida,,,,"Frederick Polls (D-Murphy)","Patrick Murphy",,500,Likely.Voters,Phone,Democratic,2012-05-08,45.0,45.0,,10.0,50.3,49.7,0.0,330610,Murphy,West,2
FL:2012:House:22,FL,2012,House,22,Florida,,,,"Anzalone-Liszt (D-Frankel) ","Lois Frankel (D)",,501,Likely.Voters,Phone,Democratic,2012-10-21,47.0,37.0,,,54.6,45.4,0.0,313071,Frankel,Hasner,2
FL:2012:House:22,FL,2012,House,22,Florida,,,,"PPP (D)/WPTV/FL Democracy","WPTV","FL Democracy 2012",500,Likely.Voters,Phone,NonPartisan,2012-10-16,47.0,44.0,,9.0,54.6,45.4,0.0,313071,Frankel,Hasner,2
FL:2012:House:22,FL,2012,House,22,Florida,,,,"Sunshine State News/VSS","Sunshine State News",,750,Likely.Voters,Phone,NonPartisan,2012-10-16,47.0,47.0,,6.0,54.6,45.4,0.0,313071,Frankel,Hasner,2
FL:2012:House:22,FL,2012,House,22,Florida,,,,"DCCC (D)",,,450,Likely.Voters,Phone,NonPartisan,2012-10-10,49.0,39.0,,13.0,54.6,45.4,0.0,313071,Frankel,Hasner,2
FL:2012:House:22,FL,2012,House,22,Florida,,,,"StPetePolls.org",,,407,Likely.Voters,Phone,NonPartisan,2012-10-05,44.0,45.0,,11.0,54.6,45.4,0.0,313071,Frankel,Hasner,2
FL:2012:House:22,FL,2012,House,22,Florida,,,,"StPetePolls.org",,,1054,Likely.Voters,Phone,NonPartisan,2012-09-03,47.0,41.0,,12.0,54.6,45.4,0.0,313071,Frankel,Hasner,2
FL:2012:House:26,FL,2012,House,26,Florida,,,,"Benenson (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-10-11,46.0,35.0,4.0,14.0,53.6,43.0,3.4,252957,Garcia,Rivera,2
FL:2012:House:26,FL,2012,House,26,Florida,,,,"StPetePolls.org",,,473,Likely.Voters,Phone,NonPartisan,2012-10-05,41.0,43.0,4.0,12.0,53.6,43.0,3.4,252957,Garcia,Rivera,2
FL:2012:House:26,FL,2012,House,26,Florida,,,,"NORS (R-Rivera)","David Rivera (R)",,422,Likely.Voters,Phone,Republican,2012-09-16,38.0,44.0,,19.0,53.6,43.0,3.4,252957,Garcia,Rivera,2
FL:2012:House:26,FL,2012,House,26,Florida,,,,"GBA Strategies (D-House Majority PAC/SEIU)","Service Employees International Union","House Majority PAC",400,Likely.Voters,Phone,Democratic,2012-09-13,50.0,41.0,,,53.6,43.0,3.4,252957,Garcia,Rivera,2
FL:2012:House:26,FL,2012,House,26,Florida,,,,"PPP (D-Democracy for America)","Democracy for America",,578,Likely.Voters,Phone,Democratic,2012-09-13,46.0,39.0,,16.0,53.6,43.0,3.4,252957,Garcia,Rivera,2
FL:2012:House:26,FL,2012,House,26,Florida,,,,"Benenson (D-Garcia)","Joe Garcia for Congress (D)",,400,Likely.Voters,Phone,Democratic,2012-08-22,49.0,40.0,,11.0,53.6,43.0,3.4,252957,Garcia,Rivera,2
GA:2012:House:12,GA,2012,House,12,Georgia,,,,"20/20 Insight (D-Better Georgia)","Better Georgia",,450,Likely.Voters,Phone,Democratic,2012-10-31,50.0,44.0,,6.0,53.7,46.3,0.0,259121,Barrow,Anderson,2
GA:2012:House:12,GA,2012,House,12,Georgia,,,,"Benenson (D-House Majority PAC)","House Majority PAC",,400,Likely.Voters,Phone,Democratic,2012-10-10,48.0,45.0,,,53.7,46.3,0.0,259121,Barrow,Anderson,2
GA:2012:House:12,GA,2012,House,12,Georgia,,,,"McLaughlin (R-Anderson)","Lee Anderson (R)",,400,Likely.Voters,Phone,Republican,2012-08-30,43.0,44.0,,13.0,53.7,46.3,0.0,259121,Barrow,Anderson,2
HI:2012:House:1,HI,2012,House,1,Hawaii,,,,"Honolulu Civil Beat/Merriman","Honolulu Civil Beat",,657,Likely.Voters,Phone,NonPartisan,2012-10-26,54.0,43.0,,,54.6,45.4,0.0,213329,Hanabusa,Djou,2
HI:2012:House:1,HI,2012,House,1,Hawaii,,,,"Honolulu Civil Beat/Merriman","Honolulu Civil Beat",,846,Likely.Voters,Phone,NonPartisan,2012-09-28,49.0,44.0,,7.0,54.6,45.4,0.0,213329,Hanabusa,Djou,2
HI:2012:House:2,HI,2012,House,2,Hawaii,,,,"Honolulu Civil Beat/Merriman","Honolulu Civil Beat",,562,Likely.Voters,Phone,NonPartisan,2012-10-26,73.0,15.0,,,80.5,19.5,0.0,209210,Gabbard,Crowley,2
HI:2012:House:2,HI,2012,House,2,Hawaii,,,,"Honolulu Civil Beat/Merriman","Honolulu Civil Beat",,751,Likely.Voters,Phone,NonPartisan,2012-09-28,70.0,18.0,,12.0,80.5,19.5,0.0,209210,Gabbard,Crowley,2
IA:2012:House:2,IA,2012,House,2,Iowa,,,,"Tarrance (R-Archer)","John Archer",,400,Likely.Voters,Phone,Republican,2012-06-27,48.0,43.0,,10.0,55.6,42.5,1.9,381275,Loebsack,Archer,2
IA:2012:House:3,IA,2012,House,3,Iowa,,,,"Benenson (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-09-20,45.0,45.0,7.0,,43.6,52.2,4.2,386842,Boswell,Latham,2
IA:2012:House:4,IA,2012,House,4,Iowa,,,,"GQR (D-Vilsack)","Christie Vilsack (D)",,400,Likely.Voters,Phone,Democratic,2012-09-25,44.0,46.0,4.0,,44.8,52.9,2.3,377883,Vilsack,King,2
IA:2012:House:4,IA,2012,House,4,Iowa,,,,"PPP (D-CREDO)","CREDO SuperPAC",,577,Likely.Voters,Phone,Democratic,2012-09-25,45.0,48.0,,7.0,44.8,52.9,2.3,377883,Vilsack,King,2
IA:2012:House:4,IA,2012,House,4,Iowa,,,,"American Viewpoint (R-American Future Fund)","American Future Fund",,400,Likely.Voters,Phone,Republican,2012-09-24,41.0,48.0,,,44.8,52.9,2.3,377883,Vilsack,King,2
IA:2012:House:4,IA,2012,House,4,Iowa,,,,"PPP (D-House Majority PAC)","House Majority PAC",,974,Registered.Voters,Phone,Democratic,2012-01-23,43.0,49.0,,,44.8,52.9,2.3,377883,Vilsack,King,2
IL:2012:House:2,IL,2012,House,2,Illinois,,,,"We Ask America",,,819,Likely.Voters,Phone,NonPartisan,2012-10-21,58.0,27.0,15.0,,63.3,23.2,13.5,297712,Jackson,Woodworth,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"We Ask America",,,1010,Likely.Voters,Phone,NonPartisan,2012-10-28,55.0,45.0,,,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"PPP (D-CREDO)","CREDO SuperPAC",,500,Likely.Voters,Phone,Democratic,2012-10-26,54.0,40.0,,5.0,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"Chicago Tribune/WGN","Chicago Tribune","WGN",600,Likely.Voters,Phone,NonPartisan,2012-10-24,50.0,40.0,,9.0,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"Anzalone-Liszt (D-LCV)","League of Conservation Voters",,400,Likely.Voters,Phone,Democratic,2012-10-18,54.0,39.0,,,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"DCCC (D)",,,315,Likely.Voters,Phone,NonPartisan,2012-10-04,52.0,42.0,,6.0,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"PPP (D-League of Conservation Voters)","League of Conservation Voters",,508,Likely.Voters,Phone,Democratic,2012-09-20,52.0,38.0,,10.0,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:8,IL,2012,House,8,Illinois,,,,"PPP (D-CREDO SuperPAC)","CREDO SuperPAC",,500,Likely.Voters,Phone,Democratic,2012-08-14,50.0,41.0,,9.0,54.7,45.3,0.0,225066,Duckworth,Walsh,2
IL:2012:House:10,IL,2012,House,10,Illinois,,,,"We Ask America",,,1257,Likely.Voters,Phone,NonPartisan,2012-10-28,54.0,46.0,,,50.6,49.4,0.0,264454,Schneider,Dold,2
IL:2012:House:10,IL,2012,House,10,Illinois,,,,"DCCC (D)",,,451,Likely.Voters,Phone,NonPartisan,2012-10-14,44.0,43.0,,13.0,50.6,49.4,0.0,264454,Schneider,Dold,2
IL:2012:House:10,IL,2012,House,10,Illinois,,,,"GQR (D-House Majority PAC/SEIU)","Service Employees International Union","House Majority PAC",400,Likely.Voters,Phone,Democratic,2012-08-12,46.0,46.0,,,50.6,49.4,0.0,264454,Schneider,Dold,2
IL:2012:House:11,IL,2012,House,11,Illinois,,,,"We Ask America",,,1303,Likely.Voters,Phone,NonPartisan,2012-10-28,50.0,50.0,,,58.6,41.4,0.0,254276,Foster,Biggert,2
IL:2012:House:11,IL,2012,House,11,Illinois,,,,"Garin-Hart-Yang (D-House Majority PAC)","House Majority PAC",,402,Likely.Voters,Phone,Democratic,2012-10-18,49.0,45.0,,6.0,58.6,41.4,0.0,254276,Foster,Biggert,2
IL:2012:House:11,IL,2012,House,11,Illinois,,,,"Global Strategy Group (D-Foster)","Bill Foster",,401,Likely.Voters,Phone,Democratic,2012-08-29,42.0,43.0,,15.0,58.6,41.4,0.0,254276,Foster,Biggert,2
IL:2012:House:12,IL,2012,House,12,Illinois,,,,"We Ask America",,,1313,Likely.Voters,Phone,NonPartisan,2012-10-28,51.0,46.0,4.0,,51.7,42.7,5.6,303949,Enyart,Plummer,2
IL:2012:House:12,IL,2012,House,12,Illinois,,,,"Benenson (D-House Majority PAC)","House Majority PAC",,400,Likely.Voters,Phone,Democratic,2012-09-13,49.0,41.0,,10.0,51.7,42.7,5.6,303949,Enyart,Plummer,2
IL:2012:House:12,IL,2012,House,12,Illinois,,,,"POS (R-Plummer)","Jason Plummer (R)",,400,Likely.Voters,Phone,Republican,2012-08-02,28.0,45.0,,,51.7,42.7,5.6,303949,Enyart,Plummer,2
IL:2012:House:13,IL,2012,House,13,Illinois,,,,"We Ask America",,,1360,Likely.Voters,Phone,NonPartisan,2012-10-28,45.0,50.0,4.0,,46.2,46.5,7.3,294385,Gill,Davis,2
IL:2012:House:13,IL,2012,House,13,Illinois,,,,"Anzalone-Liszt (D-DCCC)","DCCC",,400,Likely.Voters,Phone,Democratic,2012-10-21,48.0,39.0,,,46.2,46.5,7.3,294385,Gill,Davis,2
IL:2012:House:13,IL,2012,House,13,Illinois,,,,"DCCC (D)",,,458,Likely.Voters,Phone,NonPartisan,2012-10-13,43.0,37.0,,13.0,46.2,46.5,7.3,294385,Gill,Davis,2
IL:2012:House:13,IL,2012,House,13,Illinois,,,,"Victoria Research (D-Gill)","David Gill",,400,Likely.Voters,Phone,Democratic,2012-09-27,40.0,39.0,8.0,13.0,46.2,46.5,7.3,294385,Gill,Davis,2
